id,saleprice
2,181340.59070904646
4,181340.59070904646
6,181340.59070904646
7,181340.59070904646
17,181340.59070904646
18,181340.59070904646
22,181340.59070904646
27,181340.59070904646
31,181340.59070904646
36,181340.59070904646
39,181340.59070904646
40,181340.59070904646
42,181340.59070904646
46,181340.59070904646
53,181340.59070904646
58,181340.59070904646
61,181340.59070904646
72,181340.59070904646
79,181340.59070904646
80,181340.59070904646
82,181340.59070904646
83,181340.59070904646
85,181340.59070904646
88,181340.59070904646
92,181340.59070904646
93,181340.59070904646
95,181340.59070904646
102,181340.59070904646
103,181340.59070904646
106,181340.59070904646
107,181340.59070904646
110,181340.59070904646
114,181340.59070904646
116,181340.59070904646
117,181340.59070904646
118,181340.59070904646
125,181340.59070904646
126,181340.59070904646
127,181340.59070904646
128,181340.59070904646
134,181340.59070904646
135,181340.59070904646
137,181340.59070904646
143,181340.59070904646
147,181340.59070904646
148,181340.59070904646
150,181340.59070904646
156,181340.59070904646
157,181340.59070904646
159,181340.59070904646
161,181340.59070904646
167,181340.59070904646
170,181340.59070904646
171,181340.59070904646
175,181340.59070904646
179,181340.59070904646
181,181340.59070904646
186,181340.59070904646
193,181340.59070904646
194,181340.59070904646
206,181340.59070904646
208,181340.59070904646
210,181340.59070904646
211,181340.59070904646
212,181340.59070904646
214,181340.59070904646
215,181340.59070904646
217,181340.59070904646
222,181340.59070904646
227,181340.59070904646
228,181340.59070904646
233,181340.59070904646
235,181340.59070904646
238,181340.59070904646
241,181340.59070904646
252,181340.59070904646
253,181340.59070904646
256,181340.59070904646
257,181340.59070904646
258,181340.59070904646
259,181340.59070904646
261,181340.59070904646
263,181340.59070904646
266,181340.59070904646
267,181340.59070904646
270,181340.59070904646
271,181340.59070904646
276,181340.59070904646
285,181340.59070904646
288,181340.59070904646
289,181340.59070904646
290,181340.59070904646
291,181340.59070904646
292,181340.59070904646
293,181340.59070904646
294,181340.59070904646
295,181340.59070904646
304,181340.59070904646
322,181340.59070904646
326,181340.59070904646
327,181340.59070904646
328,181340.59070904646
331,181340.59070904646
332,181340.59070904646
333,181340.59070904646
335,181340.59070904646
337,181340.59070904646
342,181340.59070904646
343,181340.59070904646
347,181340.59070904646
350,181340.59070904646
352,181340.59070904646
358,181340.59070904646
359,181340.59070904646
360,181340.59070904646
368,181340.59070904646
369,181340.59070904646
373,181340.59070904646
377,181340.59070904646
383,181340.59070904646
386,181340.59070904646
387,181340.59070904646
390,181340.59070904646
391,181340.59070904646
395,181340.59070904646
397,181340.59070904646
398,181340.59070904646
401,181340.59070904646
404,181340.59070904646
408,181340.59070904646
409,181340.59070904646
410,181340.59070904646
418,181340.59070904646
422,181340.59070904646
427,181340.59070904646
431,181340.59070904646
433,181340.59070904646
437,181340.59070904646
438,181340.59070904646
442,181340.59070904646
447,181340.59070904646
459,181340.59070904646
460,181340.59070904646
464,181340.59070904646
465,181340.59070904646
467,181340.59070904646
468,181340.59070904646
474,181340.59070904646
480,181340.59070904646
481,181340.59070904646
483,181340.59070904646
488,181340.59070904646
492,181340.59070904646
494,181340.59070904646
499,181340.59070904646
500,181340.59070904646
501,181340.59070904646
503,181340.59070904646
506,181340.59070904646
508,181340.59070904646
511,181340.59070904646
515,181340.59070904646
519,181340.59070904646
521,181340.59070904646
530,181340.59070904646
532,181340.59070904646
534,181340.59070904646
540,181340.59070904646
541,181340.59070904646
551,181340.59070904646
552,181340.59070904646
554,181340.59070904646
555,181340.59070904646
556,181340.59070904646
557,181340.59070904646
565,181340.59070904646
566,181340.59070904646
567,181340.59070904646
569,181340.59070904646
570,181340.59070904646
574,181340.59070904646
575,181340.59070904646
576,181340.59070904646
577,181340.59070904646
578,181340.59070904646
583,181340.59070904646
584,181340.59070904646
585,181340.59070904646
587,181340.59070904646
593,181340.59070904646
597,181340.59070904646
598,181340.59070904646
599,181340.59070904646
600,181340.59070904646
605,181340.59070904646
607,181340.59070904646
608,181340.59070904646
611,181340.59070904646
616,181340.59070904646
625,181340.59070904646
629,181340.59070904646
630,181340.59070904646
631,181340.59070904646
640,181340.59070904646
642,181340.59070904646
643,181340.59070904646
646,181340.59070904646
647,181340.59070904646
655,181340.59070904646
659,181340.59070904646
663,181340.59070904646
665,181340.59070904646
667,181340.59070904646
673,181340.59070904646
676,181340.59070904646
680,181340.59070904646
682,181340.59070904646
687,181340.59070904646
688,181340.59070904646
692,181340.59070904646
693,181340.59070904646
695,181340.59070904646
697,181340.59070904646
700,181340.59070904646
702,181340.59070904646
703,181340.59070904646
704,181340.59070904646
712,181340.59070904646
713,181340.59070904646
717,181340.59070904646
720,181340.59070904646
721,181340.59070904646
726,181340.59070904646
733,181340.59070904646
736,181340.59070904646
738,181340.59070904646
741,181340.59070904646
743,181340.59070904646
745,181340.59070904646
750,181340.59070904646
756,181340.59070904646
757,181340.59070904646
758,181340.59070904646
760,181340.59070904646
765,181340.59070904646
775,181340.59070904646
776,181340.59070904646
780,181340.59070904646
783,181340.59070904646
790,181340.59070904646
795,181340.59070904646
796,181340.59070904646
797,181340.59070904646
798,181340.59070904646
804,181340.59070904646
805,181340.59070904646
806,181340.59070904646
808,181340.59070904646
814,181340.59070904646
818,181340.59070904646
821,181340.59070904646
822,181340.59070904646
825,181340.59070904646
827,181340.59070904646
830,181340.59070904646
834,181340.59070904646
835,181340.59070904646
842,181340.59070904646
845,181340.59070904646
852,181340.59070904646
857,181340.59070904646
858,181340.59070904646
859,181340.59070904646
860,181340.59070904646
861,181340.59070904646
864,181340.59070904646
868,181340.59070904646
869,181340.59070904646
872,181340.59070904646
873,181340.59070904646
885,181340.59070904646
890,181340.59070904646
895,181340.59070904646
899,181340.59070904646
906,181340.59070904646
918,181340.59070904646
923,181340.59070904646
925,181340.59070904646
927,181340.59070904646
932,181340.59070904646
933,181340.59070904646
934,181340.59070904646
942,181340.59070904646
947,181340.59070904646
948,181340.59070904646
951,181340.59070904646
957,181340.59070904646
958,181340.59070904646
959,181340.59070904646
963,181340.59070904646
967,181340.59070904646
968,181340.59070904646
971,181340.59070904646
972,181340.59070904646
976,181340.59070904646
978,181340.59070904646
979,181340.59070904646
984,181340.59070904646
986,181340.59070904646
991,181340.59070904646
996,181340.59070904646
1001,181340.59070904646
1007,181340.59070904646
1008,181340.59070904646
1009,181340.59070904646
1014,181340.59070904646
1022,181340.59070904646
1024,181340.59070904646
1027,181340.59070904646
1030,181340.59070904646
1032,181340.59070904646
1035,181340.59070904646
1042,181340.59070904646
1047,181340.59070904646
1050,181340.59070904646
1055,181340.59070904646
1059,181340.59070904646
1061,181340.59070904646
1064,181340.59070904646
1077,181340.59070904646
1081,181340.59070904646
1092,181340.59070904646
1093,181340.59070904646
1095,181340.59070904646
1099,181340.59070904646
1101,181340.59070904646
1103,181340.59070904646
1109,181340.59070904646
1112,181340.59070904646
1113,181340.59070904646
1114,181340.59070904646
1116,181340.59070904646
1117,181340.59070904646
1119,181340.59070904646
1121,181340.59070904646
1122,181340.59070904646
1125,181340.59070904646
1137,181340.59070904646
1142,181340.59070904646
1144,181340.59070904646
1145,181340.59070904646
1147,181340.59070904646
1148,181340.59070904646
1149,181340.59070904646
1150,181340.59070904646
1153,181340.59070904646
1154,181340.59070904646
1159,181340.59070904646
1161,181340.59070904646
1167,181340.59070904646
1171,181340.59070904646
1174,181340.59070904646
1188,181340.59070904646
1189,181340.59070904646
1191,181340.59070904646
1195,181340.59070904646
1199,181340.59070904646
1201,181340.59070904646
1204,181340.59070904646
1211,181340.59070904646
1214,181340.59070904646
1219,181340.59070904646
1220,181340.59070904646
1227,181340.59070904646
1229,181340.59070904646
1231,181340.59070904646
1234,181340.59070904646
1235,181340.59070904646
1239,181340.59070904646
1240,181340.59070904646
1241,181340.59070904646
1246,181340.59070904646
1249,181340.59070904646
1250,181340.59070904646
1252,181340.59070904646
1259,181340.59070904646
1267,181340.59070904646
1269,181340.59070904646
1270,181340.59070904646
1272,181340.59070904646
1274,181340.59070904646
1276,181340.59070904646
1279,181340.59070904646
1281,181340.59070904646
1286,181340.59070904646
1287,181340.59070904646
1290,181340.59070904646
1291,181340.59070904646
1297,181340.59070904646
1302,181340.59070904646
1303,181340.59070904646
1312,181340.59070904646
1315,181340.59070904646
1322,181340.59070904646
1327,181340.59070904646
1331,181340.59070904646
1333,181340.59070904646
1334,181340.59070904646
1336,181340.59070904646
1341,181340.59070904646
1344,181340.59070904646
1347,181340.59070904646
1348,181340.59070904646
1353,181340.59070904646
1355,181340.59070904646
1356,181340.59070904646
1357,181340.59070904646
1361,181340.59070904646
1364,181340.59070904646
1368,181340.59070904646
1369,181340.59070904646
1371,181340.59070904646
1373,181340.59070904646
1374,181340.59070904646
1387,181340.59070904646
1388,181340.59070904646
1392,181340.59070904646
1394,181340.59070904646
1406,181340.59070904646
1407,181340.59070904646
1408,181340.59070904646
1409,181340.59070904646
1411,181340.59070904646
1412,181340.59070904646
1413,181340.59070904646
1414,181340.59070904646
1425,181340.59070904646
1430,181340.59070904646
1431,181340.59070904646
1435,181340.59070904646
1441,181340.59070904646
1444,181340.59070904646
1445,181340.59070904646
1446,181340.59070904646
1452,181340.59070904646
1453,181340.59070904646
1456,181340.59070904646
1457,181340.59070904646
1460,181340.59070904646
1463,181340.59070904646
1468,181340.59070904646
1471,181340.59070904646
1474,181340.59070904646
1475,181340.59070904646
1476,181340.59070904646
1478,181340.59070904646
1482,181340.59070904646
1483,181340.59070904646
1484,181340.59070904646
1485,181340.59070904646
1496,181340.59070904646
1497,181340.59070904646
1500,181340.59070904646
1506,181340.59070904646
1507,181340.59070904646
1509,181340.59070904646
1510,181340.59070904646
1513,181340.59070904646
1517,181340.59070904646
1518,181340.59070904646
1523,181340.59070904646
1524,181340.59070904646
1526,181340.59070904646
1529,181340.59070904646
1531,181340.59070904646
1535,181340.59070904646
1536,181340.59070904646
1538,181340.59070904646
1540,181340.59070904646
1543,181340.59070904646
1545,181340.59070904646
1546,181340.59070904646
1557,181340.59070904646
1558,181340.59070904646
1559,181340.59070904646
1563,181340.59070904646
1568,181340.59070904646
1571,181340.59070904646
1578,181340.59070904646
1579,181340.59070904646
1584,181340.59070904646
1586,181340.59070904646
1604,181340.59070904646
1606,181340.59070904646
1610,181340.59070904646
1611,181340.59070904646
1618,181340.59070904646
1623,181340.59070904646
1624,181340.59070904646
1628,181340.59070904646
1633,181340.59070904646
1645,181340.59070904646
1649,181340.59070904646
1652,181340.59070904646
1653,181340.59070904646
1656,181340.59070904646
1662,181340.59070904646
1668,181340.59070904646
1670,181340.59070904646
1672,181340.59070904646
1673,181340.59070904646
1674,181340.59070904646
1677,181340.59070904646
1678,181340.59070904646
1679,181340.59070904646
1685,181340.59070904646
1692,181340.59070904646
1693,181340.59070904646
1696,181340.59070904646
1709,181340.59070904646
1711,181340.59070904646
1717,181340.59070904646
1718,181340.59070904646
1721,181340.59070904646
1722,181340.59070904646
1725,181340.59070904646
1726,181340.59070904646
1730,181340.59070904646
1731,181340.59070904646
1733,181340.59070904646
1737,181340.59070904646
1746,181340.59070904646
1747,181340.59070904646
1748,181340.59070904646
1749,181340.59070904646
1760,181340.59070904646
1761,181340.59070904646
1762,181340.59070904646
1768,181340.59070904646
1769,181340.59070904646
1770,181340.59070904646
1776,181340.59070904646
1781,181340.59070904646
1785,181340.59070904646
1792,181340.59070904646
1798,181340.59070904646
1812,181340.59070904646
1814,181340.59070904646
1817,181340.59070904646
1818,181340.59070904646
1822,181340.59070904646
1823,181340.59070904646
1829,181340.59070904646
1838,181340.59070904646
1845,181340.59070904646
1851,181340.59070904646
1855,181340.59070904646
1856,181340.59070904646
1858,181340.59070904646
1865,181340.59070904646
1866,181340.59070904646
1867,181340.59070904646
1868,181340.59070904646
1876,181340.59070904646
1878,181340.59070904646
1879,181340.59070904646
1882,181340.59070904646
1883,181340.59070904646
1887,181340.59070904646
1895,181340.59070904646
1898,181340.59070904646
1904,181340.59070904646
1908,181340.59070904646
1917,181340.59070904646
1918,181340.59070904646
1920,181340.59070904646
1922,181340.59070904646
1923,181340.59070904646
1931,181340.59070904646
1935,181340.59070904646
1936,181340.59070904646
1939,181340.59070904646
1943,181340.59070904646
1944,181340.59070904646
1946,181340.59070904646
1952,181340.59070904646
